ID                         STATUS       ASSIGNEE                                        TITLE
gc-1zhcp                   open         —                                               sling-gc-i7a8c
gc-200443                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#168
gc-200455                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  azanar PR policy change — never merge azanar PRs, tag Julian
gc-200685                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#169
gc-200765                  open         human                                           PR #2238 opened: #2205 fix shipped
gc-201783                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#170
gc-201804                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#171
gc-201876                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#37
gc-201880                  open         human                                           polecat-1: gc-owey8 closed (#2167 fix on bd-gc-owey8); needs human push
gc-201882                  open         human                                           PR #2244 opened: #2109 follow-up to PR #2072 shipped
gc-202077                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#172
gc-202138                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#173
gc-202139                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#174
gc-202149                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#38
gc-202158                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#39
gc-202231                  open         human                                           gascity-packs ship report ready: bd-gpk-dks (gpk-dks fix)
gc-202239                  open         human                                           gpk-0zw is the same bug as gpk-r89 — closing as duplicate
gc-202264                  open         human                                           PR #2246 opened: #2156 template-comment hygiene
gc-202435                  open         human                                           PR #2247 opened: #2199 hygiene follow-up (Update matcher per-field coverage)
gc-202547                  open         human                                           gc-5k3p closed as duplicate: superseded by merged PR #2244
gc-202718                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#40
gc-202728                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#41
gc-202814                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#42
gc-202882                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#175
gc-202906                  open         human                                           PR #2065 (scarson) adopt-pr review complete: APPROVE — 2 non-blocking nits
gc-202976                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#176
gc-203014                  open         human                                           HALT: PR #2252 rebase blocked by semantic conflict (256b71a0d removed the function)
gc-203055                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#177
gc-203080                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#43
gc-203089                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#44
gc-203093                  open         human                                           PR #2062 (scarson) adopt-pr review complete: APPROVE — 1 helper-name nit
gc-203272                  open         human                                           PR #2060 (scarson) adopt-pr review complete: APPROVE on logic, needs rebase
gc-203428                  open         human                                           HALT: PR #1973 ship blocked by rebase (internal/doctor/doctor.go Run refactor conflict)
gc-203576                  open         human                                           gc-w9en closed as duplicate: superseded by merged PR #2182
gc-203643                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#45
gc-203654                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#46
gc-203772                  open         human                                           #2149 phase-1 reproduce complete: verdict (A) one root cause
gc-203838                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#178
gc-203844                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#179
gc-203854                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#180
gc-203863                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#181
gc-203866                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#182
gc-203962                  open         human                                           PR #1973 take-the-good complete: force-pushed, MERGEABLE, awaits your merge
gc-204129                  open         human                                           PR #2035 spot-audit: APPROVE clean (no follow-ups)
gc-204323                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-4okh] PR #1969 review complete — approve
gc-204324                  open         human                                           [gc-4okh] PR #1969 post-merge spot-audit — approve (copilot CI fix)
gc-204497                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-yo7a] Red-CI anchor on main — all four workflows red
gc-204499                  open         human                                           [gc-yo7a] Red-CI anchor — main is red across all 4 workflows
gc-204685                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-3se4] #2080 Route B halted at branch-ready — awaiting push approval
gc-204689                  open         human                                           [gc-3se4] #2080 Route B ready for push approval (loud-fail bd silent fallback)
gc-204842                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-q93u] #2154 investigation — needs human re-scope (wrong-repo for literal ask)
gc-204844                  open         human                                           [gc-q93u] #2154 fix-scope ambiguity — needs your call
gc-205010                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-wffha] PR #2192 spot-audit — approve (julian's stop-with-bad-config fix)
gc-205011                  open         human                                           [gc-wffha] PR #2192 spot-audit done — approve (Julian's stop-with-bad-config fix)
gc-205194                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-drxqr] PR #2190 spot-audit — approve (Julian's bundled-pack synthetic-cache landing)
gc-205195                  open         human                                           [gc-drxqr] PR #2190 spot-audit done — approve (Julian's bundled-pack cache landing)
gc-205362                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-cqudz] PR #2189 spot-audit — approve (bounded wait/nudge lookups)
gc-205364                  open         human                                           [gc-cqudz] PR #2189 spot-audit done — approve (Julian's bounded wait/nudge lookups)
gc-205533                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  [gc-hilm0] #2099 git-status fan-out investigation — DROP (already fixed by PR #2184)
gc-205534                  open         human                                           [gc-hilm0] #2099 git-status fan-out investigation — DROP (already fixed by PR #2184)
gc-205643                  open         human                                           polecat-2 HALT on gc-0hbw8 (take-the-good #2060): formula/push-authority mismatch
gc-205709                  open         human                                           ship report ready: pr-2182 scorecard (retrospective, merged 5-15)
gc-205741                  open         human                                           polecat done: #2060 rebase ready (gc-0hbw8) — push withheld
gc-205905                  open         human                                           polecat-2 HALT before claiming gc-uyn2r (from-issue #2130): auto-push kill-switch absent + session context
gc-206072                  open         human                                           polecat-2 queue-state report: all 4 routed beads have policy or session-fit blockers
gc-206258                  open         human                                           polecat-2 closed gc-a2xjq as no-op: PR #2172 already green (azanar self-iterated)
gc-206476                  open         human                                           polecat-2 rebased PR #2171 — ready for force-push to azanar's fork
gc-206614                  open         human                                           morning briefing 20260517 ready — 10 P1 candidates, recommended pick: #2231
gc-206661                  open         human                                           branch ready: fix/dolt-start-lifecycle-lock-2130 (gc-uyn2r #2130 implementation complete)
gc-206760                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#183
gc-206789                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#184
gc-206814                  open         human                                           red-CI anchor 'Preflight / unit cover' already cleared by PR #2218 (gc-53nkh no-op)
gc-206829                  open         human                                           polecat HALT: red-CI anchor gc-gi7xg — tutorial goldens 4/5 is a CI design call (019f0f303), not stale goldens
gc-206855                  open         human                                           branch ready: fix/quarantine-huma-binary-unregister-async-2090 (gc-8lx4p, rest-full-6-of-16 anchor)
gc-206930                  open         human                                           branch ready: fix/nightly-bd-build-go-version-20260517 (gc-a0zkn — fixes 8-day Nightly outage)
gc-207108                  open         human                                           branch ready: fix/go-test-observable-macos-bash3-20260517 (gc-ntz6p — Mac/make test anchor)
gc-207385                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#185
gc-207397                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#186
gc-207645                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#187
gc-207662                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#188
gc-207675                  open         —                                               slack/T0B17700WUW/C0B13JH8T35#47
gc-207705                  open         human                                           PR #2296 deadlock fix ready: force-push fix/dolt-start-lifecycle-lock-2130 to update
gc-208022                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#189
gc-208136                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#190
gc-208301                  open         human                                           HALT: PR #2296 regression bisects to 0a9c02eae (lock-add), not deadlock fix — recommend full revert
gc-208320                  open         human                                           circuit-breaker on PR #2296 iteration cycle — copilot feedback already addressed; revert-or-keep decision needed
gc-208383                  open         human                                           HALT: #2130 redo — shape (a) ALSO regresses. Root cause is lock-acquire side effects, not placement
gc-208576                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#191
gc-208770                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#192
gc-208872                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#193
gc-208875                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#194
gc-208881                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#195
gc-208901                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#196
gc-208913                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#197
gc-208984                  open         human                                           gc-b96kl ROOT CAUSE FOUND — bash flock + in-code flock collide on same inode
gc-208989                  open         human                                           gc-b96kl ROOT CAUSE FOUND: bash flock + in-code flock collide on same inode (#2130 fix shape was wrong)
gc-209261                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#198
gc-209316                  open         human                                           retrospective scorecard ready: PR #2180 (azanar, merged no-review) — APPROVE, but procedural AZANAR POLICY violation to investigate
gc-209320                  open         human                                           retrospective scorecard ready: PR #2177 (azanar trio 2/3) — APPROVE, 1 DRY nit
gc-209436                  open         human                                           azanar 17:41 trio retro reviews COMPLETE — all 3 approve. Procedural follow-up: investigate mol-adopt-pr automation gap
gc-209585                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#199
gc-209692                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#200
gc-209745                  open         human                                           PR #1973 scorecard READY — APPROVE → cleared for squash-merge
gc-209789                  open         human                                           branch ready: fix/ensure-types-custom-skips-stale-yamls-2154 (gc-o5c9b, #2154 gascity-side fix)
gc-209822                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#201
gc-209826                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#202
gc-209834                  open         human                                           branch ready: fix/test-cityinit-managed-dolt-leak-2236 (gc-ynt2m, unblocks shard 1 + PRs #2065/#2062)
gc-209850                  open         human                                           gc-knxj2 disposition table: close #2080 / #2149 / #2150. keep #2079 open (different code path)
gc-209860                  open         human                                           HALT before claiming gc-e0hug — cross-repo beads-side work better suited to a fresh polecat
gc-209907                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#203
gc-209942                  open         human                                           CORRECTION + HALT: a0720ca4d NOT on main — gc-knxj2 disposition was wrong; gc-w768i premise needs re-scoping
gc-210037                  open         human                                           branch ready (cross-repo, beads-side): fix/server-schema-honor-types-custom-4024 — closes gastownhall/beads#4024 + unblocks gascity#2154
gc-210093                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#204
gc-210151                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#205
gc-210169                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#206
gc-210976                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#207
gc-211035                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#208
gc-211054                  open         —                                               gc-137725/-home/ds/gascity-main/gascity-maintenance-pl-1
gc-211056                  open         —                                               /home/ds/gascity-main/gascity-maintenance-pl-1 -> slack/T0B17700WUW/C0B25SS12CD
gc-211162                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#209
gc-211164                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#210
gc-211223                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#211
gc-211255                  open         human                                           triage 2026-05-18 0134Z ready — recommended next move: push gc-ynt2m to clear PR #2315 shard 1 failure
gc-211503                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#212
gc-211531                  open         human                                           NO-OP on gc-v9qpl — Julian's PR #2304 already landed the same fix; rebase PR #2315 directly
gc-211695                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#213
gc-211732                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#214
gc-211746                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#215
gc-211770                  open         human                                           branch ready: fix/bd-loud-fail-silent-fallback-2080 — closes #2080 + #2079 via single doBd handoff
gc-211794                  open         human                                           PR #2232 scorecard READY — APPROVE — and unblock: push gc-8lx4p first to clear the unrelated CI red
gc-214038                  open         human                                           morning briefing 2026-05-18: PR #2315 fully green, ready to merge; push gc-8lx4p first to unblock the queue
gc-214113                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#216
gc-214222                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#217
gc-214277                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#218
gc-214284                  open         human                                           TWO findings: gc-lggnd NO-OP (PR #2298 already landed); gc-vap4l RECOMMEND fresh polecat (concurrency, session-fatigue)
gc-214310                  open         human                                           blast-radius report: #2320 ralph check path — Shape A fix recommendation
gc-214324                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#219
gc-214370                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#220
gc-214503                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#221
gc-214507                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#222
gc-214581                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#223
gc-214711                  open         human                                           polecat follow-up: gc-det0x mayor verdict executed — branch rebased and verified
gc-214738                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#224
gc-214751                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#225
gc-214767                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#226
gc-214772                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#227
gc-214779                  open         human                                           polecat halt: gc-vap4l (#2319 parallelize) needs fresh-context polecat
gc-214816                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#228
gc-214984                  open         human                                           polecat ship-ready: fix/realize-pool-parallelize-2319 — bounded-parallel pool create
gc-215038                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#229
gc-215059                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#230
gc-215193                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#231
gc-215302                  open         human                                           polecat halt: gc-9lazn (PR #2329 copilot replies) needs ship-dolt-2090 worktree + fresh polecat
gc-216428                  open         human                                           gascity-packs-polecat-2 LOST race on bead gpk-2zi (my variant stashed)
gc-216436                  open         human                                           gascity-packs-polecat done: gpk-2zi slack User Group mention routing
gc-216874                  open         human                                           polecat #2130 fix branch-ready: fix/2130-dolt-lifecycle-lock-v2
gc-217017                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#232
gc-218789                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#233
gc-218837                  open         —                                               File upstream gascity issue: named-always session post-kill wake delay ~5min
gc-218866                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#234
gc-218878                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  probe
gc-218880                  open         /home/ds/gascity-main/gascity-maintenance-pl-1  probe
gc-218951                  open         human                                           polecat queue-check: routed bead gc-mygz03 deferred for fresh polecat
gc-218953                  open         human                                           polecat halt: gc-mygz03 / fix #2345 needs maintainer call (A vs B)
gc-218961                  open         human                                           polecat queue-check: routed bead gc-saluq deferred for fresh polecat (3rd this cycle)
gc-21fbh                   open         —                                               slingDefaultFormula graph.v2 branch has the same dispatch-idempotency hole as slingOnFormula (gc-bh3x8 guard 1)
gc-220504                  open         human                                           polecat halt: gc-cmsqj / fix #2345 candidate B investigation — pinpoint not achieved
gc-220623                  open         human                                           polecat fix #2345 ready: fix/2345-named-always-wake-delay
gc-221347                  open         human                                           morning briefing 2026-05-19: PR queue empty; push fix/2345 to land last night's filing
gc-222972                  open         human                                           ship report ready: fix/2345-named-always-wake-delay (READY after rebase)
gc-223040                  open         human                                           polecat Stage 3 done: mol-pr-ship gc-m6pwp1 (fix/2345-named-always-wake-delay)
gc-223168                  open         human                                           ship report ready: fix/2345-named-always-wake-delay
gc-223421                  open         human                                           gascity-packs-polecat-2: refusing gpk-hmr.1 — worktree still dirty from yesterday's gpk-2zi race + same routing pattern
gc-223438                  open         human                                           FYI: gpk-hmr.1 halted — overlaps gpk-2zi (mailed mayor)
gc-223453                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#235
gc-223464                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#236
gc-223889                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#237
gc-223930                  open         human                                           polecat-1 routing mismatch on ship for #2293
gc-223963                  open         human                                           polecat-1 intake done: adopt PR #2358 (quad341, reconciler)
gc-224121                  open         human                                           ship report ready: fix/session-drain-acked-with-assigned-work-event-2293 (Shape A #2293)
gc-225459                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#238
gc-225579                  open         human                                           adopt-pr synthesis ready: PR #2358 (quad341 reconciler) — request_changes
gc-225661                  open         human                                           adopt-pr synthesis ready: PR #2365 (quad341 convergence path) — request_changes (security)
gc-225689                  open         human                                           adopt-pr synthesis ready: PR #2366 (quad341 — competing fix to #2365) — request_changes on both
gc-225725                  open         human                                           adopt-pr synthesis ready: PR #2350 (tim-white87 dolt-compact, Julian-hardened) — request_changes
gc-225732                  open         human                                           gpk-hmr.2 ready: subteam mentions (both shapes) on bd-gpk-2zi — needs your PR-open approval
gc-225782                  open         human                                           polecat adopt-pr review ready: PR #2313 (donbox — Dolt test leaks) — request_changes
gc-225821                  open         human                                           adopt-pr synthesis ready: PR #2313 (donbox Dolt test leak fix) — request_changes (codex caught cross-test reap)
gc-225997                  open         human                                           gascity-packs-polecat-1 BLOCKED on gpk-3gq: bead asks for forbidden push + gh pr create
gc-226010                  open         human                                           gascity-packs-polecat-2 dirty worktree on gpk-9vv claim
gc-226086                  open         human                                           polecat-3 review complete: PR #2367 (gc-ybyb0)
gc-226105                  open         human                                           duplicate review posted on PR #2367 — needs cleanup
gc-226111                  open         human                                           polecat review complete: PR #2367 — 4/4 approve, ready to merge
gc-230368                  open         human                                           gascity-packs-polecat close: gpk-9vv (intake-claim in adopt-pr + pr-review)
gc-230386                  open         human                                           gascity-packs-polecat-2: stranded staged changes on bd-gpk-2zi
gc-230788                  open         human                                           polecat-3 blocked: gc-m2e3u routing + worktree state
gc-230832                  open         human                                           polecat fixup ready: PR #2350 (gc-m2e3u)
gc-231500                  open         human                                           polecat: PR #2313 fixup MOOT — already in main; 3 follow-ups + comment drafted (gc-40qhv)
gc-232315                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#239
gc-232413                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#240
gc-232461                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#241
gc-232734                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#242
gc-233538                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#243
gc-233562                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#244
gc-233609                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#245
gc-233612                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#246
gc-233722                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#247
gc-233852                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#248
gc-233913                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#249
gc-233997                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#250
gc-234013                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#251
gc-234088                  open         human                                           polecat-3 worktree wedged on bead gc-91b8x — halting
gc-234237                  open         human                                           polecat-3 still wedged — 14 beads queueing against blocked slot
gc-234278                  open         human                                           polecat collision on bead gc-91b8x (#2313 follow-up)
gc-236543                  open         human                                           polecat pool stuck: 4 active slots ghosted, 13 beads queued, gc-0nvbz already done
gc-236750                  open         human                                           polecat HALT: gc-t9nw9 fixup-2358 obsolete (PR merged)
gc-236756                  open         human                                           polecat HALT (obsolete): PR #2358 fixup bead gc-t9nw9
gc-236759                  open         human                                           polecat halt: gc-492g2 needs out-of-worktree deployment edits
gc-236994                  open         human                                           polecat-4 drained queue: 11 beads closed, 4 need maintainer action
gc-237193                  open         human                                           morning briefing 2026-05-21 ready (gc-rd9pe)
gc-237289                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#252
gc-237759                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#253
gc-237785                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#254
gc-237799                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#255
gc-237812                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#256
gc-237821                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#257
gc-237933                  open         human                                           polecat-4 queue flood: 96 beads from 12 re-slung molecules
gc-237992                  open         human                                           polecat-4: 96→62 beads; 4 molecules closed/progressed, 8 staying queued
gc-238153                  open         human                                           polecat-4: 74→~70 beads; #2154 dup + #458 architectural closed
gc-238378                  open         human                                           polecat-4 final: 96→28 routed beads; queue duplicates eliminated, 3 PRs intake-complete
gc-238537                  open         human                                           polecat-4 +rebase-checks: 3 PRs now at review-ready
gc-238745                  open         human                                           polecat-4 cont'd: PR #2149/#2150 obsolete-closed; PR #1425 intake done (worktree pr-1425 staged); 22 beads left
gc-238966                  open         human                                           polecat-4: PR #1425 rebase-check ALSO complete (union-merge + dedupe fixup)
gc-239173                  open         human                                           polecat halt: gc-fvxzjv PR-from-issue #2153 — wisp lacks step beads + worktree dirty
gc-239182                  open         human                                           adopt-pr review ready: PR #2438 (donbox json transport drop) — approve
gc-239215                  open         human                                           adopt-pr review ready: PR #1216 (boylec doctor rig-pack-coverage) — request_changes (3 blockers)
gc-239622                  open         human                                           adopt-pr review ready: PR #1425 (boylec session.stranded) — request_changes
gc-239826                  open         human                                           adopt-pr review ready: PR #1230 (boylec workspace.env) — request_changes (4 majors)
gc-240559                  open         human                                           polecat-gc-239067 status: queue is human-blocked; 4 PRs await human-gate close
gc-242145                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#258
gc-242394                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#259
gc-242550                  open         human                                           RECURSION: PR-from-issue #2153 wisp re-created with same defect — gc-58h2m1 (closed), prior gc-fvxzjv (closed turn-1)
gc-243389                  open         human                                           polecat-2 closed orphan finalize step gc-u622pv (PR #1216)
gc-243593                  open         human                                           polecat-2 (gc-243376): gc session close not terminating agent — draining queue manually
gc-243603                  open         human                                           polecat-2 drained 5-bead orphan queue (PRs #1216 #1230 #1425)
gc-246004                  open         human                                           morning briefing 2026-05-22 — top action: merge PR #2458
gc-246683                  open         human                                           ci-diagnose PR #2451 → verdict=failing_code (M1 env-strip breaks managed-dolt tests)
gc-246697                  open         human                                           halted 3 mol-pr-iterate molecules (PRs #1216 #1230 #1425) — worktree conflict
gc-246873                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#260
gc-247694                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#261
gc-247697                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#262
gc-247717                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#263
gc-247903                  open         human                                           iterate PR #1216 complete — commit e92327e74 on polecat/iterate-pr-1216 (6/7 cleared, B3 residual)
gc-248097                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#264
gc-248168                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#265
gc-248227                  open         human                                           extmsg #2484 branch ready: fix/extmsg-explicit-target-broadcast-2484
gc-249313                  open         human                                           polecat-4: iterate molecules for #1230 + #1425 both halted (PR closed / synthesis stale)
gc-249364                  open         human                                           PR #1216 re-review ready: approve (one pre-merge PR-body ask)
gc-249404                  open         human                                           adopt-pr re-review PR #1216 ready for human-gate — decision=approve (boylec self-addressed all 7 high-severity findings)
gc-249463                  open         human                                           polecat-gc-239065 incident: pr-1425 worktree staged changes discarded during adopt-pr re-review intake (gc-shmodf)
gc-249605                  open         human                                           adopt-pr re-review PR #1425 ready for human-gate — decision=approve (boylec self-resolved M1+M2+M3 in 70c1c512a)
gc-250040                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#266
gc-250048                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#267
gc-250049                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#268
gc-250059                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#269
gc-250110                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#270
gc-250122                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#271
gc-251782                  open         human                                           fix(reconciler) #2437 branch-ready: fix/2437-release-alias-on-dead-runtime-cleanup @ 1c15175fc — mayor publishes
gc-252232                  open         human                                           iterate #2512 fixup ready @ fdf56a717 — addressed Julian's assignment-aware close gate
gc-253825                  open         human                                           iterate copilot #2512 review fixup ready @ 4466d281f — 3 of 3 findings addressed
gc-254263                  open         human                                           morning briefing 2026-05-23 — top action: force-push PR #2512 (Julian + Copilot fixups ready)
gc-255091                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#272
gc-255097                  open         —                                               bug: pr-state-poller order spams duplicate iterate-copilot-review beads (broken idempotency cache)
gc-255130                  open         —                                               Please triage https://github.com/gastownhall/gascity/pull/2518
gc-255134                  open         —                                               Please triage this PR: https://github.com/gastownhall/gascity/pull/2518
gc-255139                  open         —                                               Please triage this PR: https://github.com/gastownhall/gascity/pull/2518
gc-255145                  open         —                                               ping test for timing measurement
gc-255152                  open         —                                               Please triage https://github.com/gastownhall/gascity/pull/2518
gc-255177                  open         —                                               Please triage https://github.com/gastownhall/gascity/pull/2518
gc-256230                  open         human                                           gascity-packs-polecat branch-ready: gpk-yao (mol-adopt-pr B/C/D publish handoff)
gc-2568                    open         —                                               mayor
gc-257602                  open         human                                           gascity-packs-polecat branch-ready: gpk-jqf (PR #24 copilot 6-finding fixup)
gc-258972                  open         human                                           gascity-packs-polecat branch-ready: gpk-1q6 (PR #15 copilot 7-finding fixup)
gc-259450                  open         human                                           iterate copilot #2525 fixup ready @ 428cf55cb — 3 of 3 findings addressed (+ bonus wrapGap fix)
gc-259541                  open         human                                           polecat-4 draft fix ready: #2429 materializeFS overwrites (branch fix/builtinpacks-materializefs-2429)
gc-260035                  open         human                                           polecat-4 halt: gc-2u6h2 #2463 is investigation-only (triage report ready)
gc-262545                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#273
gc-262563                  open         —                                               Please triage https://github.com/gastownhall/gascity/pull/2510
gc-262656                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#274
gc-262944                  open         —                                               Please triage https://github.com/gastownhall/gascity/pull/2510
gc-263259                  open         human                                           polecat finalize closed (no-op): PR #1425 already merged
gc-263824                  open         human                                           polecat halt: PR #2558 iterate blocked by dirty worktree (gc-33a52)
gc-263855                  open         human                                           polecat iterate done: PR #2559 copilot feedback (commit 45ba77e68)
gc-264079                  open         human                                           polecat HALT: gc-g9qrt (#1940) — recommended fix already merged; real fix is a maintainer design call + routing anomaly
gc-264269                  open         human                                           ship report ready: bd-gc-xoxx2-fix-1906 (#1906 jsonl-export cleanups)
gc-264614                  open         human                                           CORRECTION: polecat-1/3 are LIVE, beads not stranded; notifier is over-broad
gc-266788                  open         human                                           polecat halt: PR #2558 iterate blocked (branch bd-gc-vx5pq locked to another worktree)
gc-266789                  open         human                                           polecat HALT: PR #2557 iterate blocked (branch locked by worktree fix-2429-materializefs)
gc-266802                  open         human                                           ESCALATION (P1 #2167): fix-location decision needed — gc session close false success
gc-266822                  open         human                                           polecat HALT: #2081 Path A fix-plan ready for review (no code committed)
gc-266840                  open         human                                           polecat research: #2463 highest-yield fix-plan ready (no code)
